,Date,User,Tweet,Like,Location,Reply,Retweeet,Classification
229,2022-10-20 16:48:06+00:00,patdol5,"Oui, on compatit @GillesClavreul, heuseument que son salaire (mérité, bien sur) l'aidera à surmonter ces odieuses calomnies... #Castex #ratp https://t.co/Fmm4hZ9eZo",1,Deux-Sèvres...,0,0,neutre
230,2022-10-20 16:41:43+00:00,Bus_TVM,⚠️Le trafic est légèrement perturbé dans les deux directions. Prévoir un temps d'attente supplémentaire de 3 minutes #BusTVM #RATP,1,,1,0,negatif
231,2022-10-20 16:39:27+00:00,danielino22,"Et la ligne 5, c'est pas mieux 🤢🤢🤢🤢🤢
Et ça veut augmenter le prix du Navigo ? Quelle HONTE !!
#RATP #IDFMobilités https://t.co/mLhuNkjUp5 https://t.co/JM7g0KhYaO",7,"plus à Paris, ville-poubelle",2,4,negatif
232,2022-10-20 16:38:21+00:00,Next_Alert,"⚠️ En répercussion d'un malaise voyageur sur les Cholettes, le trafic reprend progressivement sur l'ensemble de la ligne #RATP #T5 RT @T5_RATP",0,"Paris, France",0,0,positif
233,2022-10-20 16:37:52+00:00,T5_RATP,"⚠️ En répercussion d'un malaise voyageur sur les Cholettes, le trafic reprend progressivement sur l'ensemble de la ligne #RATP #T5",0,,0,0,positif
234,2022-10-20 16:36:04+00:00,Next_Alert,"⚠️L'incident (malaise voyageur sur Télégraphe) est terminé, la rame repart mais le trafic reste perturbé sur l'ensemble de la #ligne11 #RATP RT @Ligne11_RATP",0,"Paris, France",0,0,positif
235,2022-10-20 16:35:59+00:00,Ligne11_RATP,"⚠️L'incident (malaise voyageur sur Télégraphe) est terminé, la rame repart mais le trafic reste perturbé sur l'ensemble de la #ligne11 #RATP",0,,2,0,positif
236,2022-10-20 16:28:04+00:00,Next_Alert,"⚠️En raison d'un malaise voyageur Télégraphe, une rame stationne à la station Télégraphe en direction de Mairie des Lilas #ligne11 #RATP RT @Ligne11_RATP",0,"Paris, France",0,0,negatif
237,2022-10-20 16:27:44+00:00,Ligne11_RATP,"⚠️En raison d'un malaise voyageur Télégraphe, une rame stationne à la station Télégraphe en direction de Mairie des Lilas #ligne11 #RATP",5,,5,0,negatif
238,2022-10-20 16:26:06+00:00,Unsa_grouperatp,"Interview d’Arole Lamasse dans RTL Matin au sujet la nomination de Jean Castex

« Revenez sur tout ce qui a été décidé à bus »

#UNSA #ratp #Castex https://t.co/J7iVaZlRPr",1,"11 rue Victor Hugo, Bagnolet",1,1,neutre
239,2022-10-20 16:25:46+00:00,Next_Alert,✅ Le trafic est rétabli sur l’ensemble de la #Ligne4 #RATP. RT @Ligne4_RATP,0,"Paris, France",0,0,positif
240,2022-10-20 16:25:35+00:00,Ligne4_RATP,✅ Le trafic est rétabli sur l’ensemble de la #Ligne4 #RATP.,1,,0,0,positif
241,2022-10-20 16:24:38+00:00,Next_Alert,"❌ En raison d'un malaise voyageur sur les Cholettes, le trafic est interrompu sur l'ensemble de la ligne T5. La reprise du trafic est estimée vers 18h50 #RATP . #T5 RT @T5_RATP",0,"Paris, France",0,0,negatif
242,2022-10-20 16:24:31+00:00,T5_RATP,"❌ En raison d'un malaise voyageur sur les Cholettes, le trafic est interrompu sur l'ensemble de la ligne T5. La reprise du trafic est estimée vers 18h50 #RATP . #T5",0,,2,0,negatif
243,2022-10-20 16:18:26+00:00,MyTransitParis,Et si vous découvriez le moulin de Russon ? #Paris #Transport #RATP #RER #Transilien #SNFC https://t.co/oeGnWTXlVl,0,"Paris, France",0,0,neutre
244,2022-10-20 16:18:26+00:00,MyTransitParis,Et si vous découvriez le moulin de Russon ? #Paris #Transport #RATP #RER #Transilien #SNFC https://t.co/MrxSrM3I34,0,"Paris, France",0,0,neutre
245,2022-10-20 16:17:03+00:00,RTLFrance,🔴 Des réserves sur la nomination de Jean Castex à la tête de la #RATP sont émises par La Haute Autorité pour la Transparence de la Vie Publique 🎙️ @olivierbost nous explique dans #RTLsoir 👈 https://t.co/IviRJqr7Ur,3,France,2,4,positif
246,2022-10-20 16:15:26+00:00,Next_Alert,"⚠️ En répercussion de divers incidents, le trafic est perturbé sur l’ensemble de la #Ligne4 #RATP RT @Ligne4_RATP",0,"Paris, France",0,0,negatif
247,2022-10-20 16:15:18+00:00,Ligne4_RATP,"⚠️ En répercussion de divers incidents, le trafic est perturbé sur l’ensemble de la #Ligne4 #RATP",2,,1,0,negatif
248,2022-10-20 16:11:58+00:00,cultivelavie,@GilbertCollard le petit monde protégé du vase clos #RATP #CGT #Hidalgo #gouvernementdelahonte,0,,0,0,negatif
249,2022-10-20 16:07:08+00:00,claude_godin,"Le Gouvernement s'assoit sur l'avis de plus de 66% des Français, #Borne gère la France comme elle a géré la #RATP https://t.co/1ow4kliKkS https://t.co/tnisjKmvuI",23,France,2,14,positif
250,2022-10-20 16:03:35+00:00,danielino22,"Même en portant le 😷, les odeurs du RER B ne sont pas beaucoup plus supportables 🤢🤢🤢🤢🤢
#RATP #SNCF",14,"plus à Paris, ville-poubelle",0,2,negatif
251,2022-10-20 15:52:34+00:00,Next_Alert,⚠️ L'incident est terminé à Pereire et le trafic reste perturbé sur l'ensemble de la #Ligne3 #RATP RT @Ligne3_RATP,0,"Paris, France",0,0,positif
252,2022-10-20 15:51:39+00:00,Ligne3_RATP,⚠️ L'incident est terminé à Pereire et le trafic reste perturbé sur l'ensemble de la #Ligne3 #RATP,2,,2,0,positif
253,2022-10-20 15:37:35+00:00,Thibaultblin22,Jean castex renoncerait à être président de la RATP pour devenir PM d Angleterre 😂😂😂 #castex #RATP #anglettre,1,"Paris, France",0,0,positif
254,2022-10-20 15:29:52+00:00,RATPgroup,"Alexandre Guyot : ""La #RATP rencontre des difficultés de #recrutement inédites mais qui ne sont pas propres à l'entreprise. Elles concernent tous les opérateurs de transport."" 
Suivez la conférence en live @VRTmag ici 👉 https://t.co/3EKOcVLf9o https://t.co/v6NadWMok0",4,Paris,2,0,negatif
255,2022-10-20 15:29:50+00:00,RATPgroup,"[#GPRC2022] A l'occasion de la 10e édition des Grands Prix de la Région Capitale, organisée par @VRTmag, Alexandre Guyot, DRH du réseau de surface #RATP, participe à la conférence ""Comment mieux prendre en compte la question sociale dans les transports franciliens ?"". https://t.co/xox7NpZ8nc",12,Paris,2,3,positif
256,2022-10-20 15:20:37+00:00,laurentgallois,"De voir 1 entreprise publique comme la #RATP dans un tel état, je ne peux qu’être consterné voir rageux.
Une entreprise où tous les corps de métier assuraient la maintenance, la vente, l’exploitation, l’ingénierie, …
Des femmes et des hommes impliqués au quotidien qui ont vu 
⤵️",392,,10,143,negatif
257,2022-10-20 15:20:36+00:00,Next_Alert,⚠️ L'incident est terminé à Pereire et le trafic reprend progressivement sur l'ensemble de la #Ligne3 #RATP RT @Ligne3_RATP,0,"Paris, France",0,0,positif
258,2022-10-20 15:20:04+00:00,radioclassique,"#Politique : @JeanCASTEX a été nommé à la tête de la @RATPgroup par l'#Elysée

L'ex-Premier ministre a franchi l'étape de la @HATVP

@GTabard vous explique tout ⬇

#Castex #RATP

https://t.co/KD4nbk41oT",0,"Paris, France",0,0,neutre
259,2022-10-20 15:19:58+00:00,Ligne3_RATP,⚠️ L'incident est terminé à Pereire et le trafic reprend progressivement sur l'ensemble de la #Ligne3 #RATP,1,,2,1,positif
260,2022-10-20 15:19:28+00:00,unraleurbarbu,Rentre Avec Tes Pieds #RATP https://t.co/jWFHuPiFPF,0,,1,0,neutre
261,2022-10-20 15:16:03+00:00,Next_Alert,"❌ Suite à un métro en panne à Pereire, le trafic est interrompu entre Pont de Levallois – Bécon et Villiers en direction de Gallieni et reprendra vers 17h45. #Ligne3 #RATP RT @Ligne3_RATP",0,"Paris, France",0,0,negatif
262,2022-10-20 15:15:07+00:00,Ligne3_RATP,"❌ Suite à un métro en panne à Pereire, le trafic est interrompu entre Pont de Levallois – Bécon et Villiers en direction de Gallieni et reprendra vers 17h45. #Ligne3 #RATP",2,,1,1,negatif
263,2022-10-20 15:05:33+00:00,morchardrigane,"En Angleterre , un ministre qui fait de la merde , démissionne..
 en France , un ministre qui fait de la merde est nommé grand chef de la RATP 😏.

#Castex #JeanCastex 
#RATP #macron https://t.co/yhMaeAZ20V",0,,0,0,positif
264,2022-10-20 14:57:44+00:00,lamourperrot,@David_Belliard Les bus #ratp ne peuvent plus circuler avec vos blocs en béton @JeanCASTEX,1,"Paris, France",0,0,negatif
265,2022-10-20 14:40:45+00:00,Next_Alert,✅ Le trafic est rétabli sur l’ensemble de la #Ligne8 #RATP. RT @Ligne8_RATP,0,"Paris, France",0,0,positif
266,2022-10-20 14:39:46+00:00,Ligne8_RATP,✅ Le trafic est rétabli sur l’ensemble de la #Ligne8 #RATP.,2,,0,0,positif
267,2022-10-20 14:24:08+00:00,sud_syndicat,"Avec des conditions de travail exécrables et des salaires de misère , il ne faut pas s'étonner chez Amazon  .   #grevegeneral #RATP #macron #brétigny #essonne #évry #sudamazon #France #francais #garedunord #AssembleeNationale #Melenchon    https://t.co/t8Et0SXOpM",3,,0,2,negatif
268,2022-10-20 14:20:25+00:00,boujemaa_b,"@LeaFbpe @Elisabeth_Borne Des gens inutiles ? Vous inversez les rôles ! La lâcheté du truc : le 49.3 est un concept volé à #KimJongHyun... vous êtes rémunérée ou attendez un job à la #RATP... #Macron et son blingbling, ça va se terminer soit vite, soit mal. #Frexit #Referendum https://t.co/KwFFGOpBSR",2,,0,2,positif
269,2022-10-20 14:17:56+00:00,AlxaMarci,"@BLMasquesOff « Jean #Castex nommé à la tête de la #RATP » ?!
Ce n’est pas déconnant de penser que d’ici quelques semaines il va supprimer 250 métros, bus et RER pour faire une réduction des coûts ?
Employés de la RATP : demandez au personnel hospitalier ce qui vous attend.
#Absurdistan",0,,0,0,negatif
270,2022-10-20 14:13:08+00:00,_del_rio,"📣:""Ligne, 6, ligne 6, des pique poquets, des pique poquets.."" 
Castex version Marcel Pagnol😂🤣

Jean #Castex, le nouveau patron de la #RATP  - Le billet de @Willy_Rovelli 
 https://t.co/AeRzlBiyhb via @YouTube",1,,0,1,positif
271,2022-10-20 14:11:57+00:00,BLMasquesOff,"🔴 Entre le siège d'Aurore Bergé au Conseil d'administration de #France Télévisions et l'arrivée de #Castex à la tête de la #RATP, les proches de #Macron sont encore à la fête. Ce qui n'est pas sans poser quelques questions ⬇️
https://t.co/UdbWiqB1Xf",23,,3,25,negatif
272,2022-10-20 14:10:25+00:00,Maximouss2022,"Donc Jean Castex promu PDG de la #RATP ça choque personne ? Un pays corrompu, un pays de pistonné, un pays de service public au rabais.",0,"Clichy, France",0,0,negatif
273,2022-10-20 14:07:51+00:00,Antoine_Gavory,"C’est encore raté pour @JeanCASTEX. Lors de sa participation à #patronincognito, le patron de la #RATP à été reconnu. https://t.co/it4vejORN5",8,"Dijon, Nevers, Paris ",0,2,positif
274,2022-10-20 14:06:52+00:00,ParisWalkingMan,@GillesClavreul @COSTESLionelEr @JeanCASTEX @MathildePanot rêvait de la #RATP pour recaser son doux ami @AQuatennens 🥊,1,,0,0,positif
275,2022-10-20 14:02:00+00:00,BiblioConcours,"#jeudiphoto  Vue du métro de la ligne 5 traversant la Seine pour arrivée à la bibliothèque Buffon.
#Metro #Seine #Paris #Bercy #ciel 
@BibParis @Mairie5Paris #RATP @RATPgroup  @metroligne5 https://t.co/oWvAHe1PjU",4,"15 bis rue Buffon, Paris 5e, France",0,0,negatif
276,2022-10-20 13:50:18+00:00,RATPgroup,[#Sobriete]Tout savoir sur la charte #Ecogaz #RATP Group ➡️https://t.co/zIRUjAXfjn,1,Paris,0,0,positif
277,2022-10-20 13:50:13+00:00,RATPgroup,"Renforcer les éco-gestes au sein des locaux #RATP lors des jours #Ecogaz orange et rouge, notamment en relayant l’alerte auprès des responsables internes des sites pour mettre en place une vigilance accrue pour une utilisation du chauffage au juste besoin. https://t.co/n03EQpC2iR",4,Paris,1,0,negatif
278,2022-10-20 13:14:48+00:00,MyTransitParis,Ligne 4 du métro à Paris : trafic interrompu pendant 4 jours en novembre - Sortiraparis #Paris #Transport #RATP #RER #Transilien #SNFC https://t.co/2HunOLAcxR,0,"Paris, France",0,0,negatif
279,2022-10-20 13:07:59+00:00,PhilippeMarty9,"Métro à Paris : ""tenez votre droite""
https://t.co/IoeP7YnEqU 😊
#paris #metroparis #parisienne #parisien #ratp https://t.co/ivE0XUafgi",18,Paris,0,5,neutre
280,2022-10-20 13:01:53+00:00,galbeelafille,#Castex #RATP Ils cumulent les pauvres ... Ils ont déjà eu #MargaretBorne (qui avait augmenté son salaire ...) ! https://t.co/BL9TJeMZ5j,0,,0,0,neutre
281,2022-10-20 12:54:06+00:00,PHsansE,"Quelle démocratie étrange quand même où le PDG d'une ""régie autonome"" métropolitaine est directement nommé par le président de la République. #RATP #Castex",1,Montreuil / Paris / Göttingen,1,0,negatif
282,2022-10-20 12:30:26+00:00,laprovence,"Gérard Larcher gêné par les réserves de la HATVP sur la nomination de Jean Castex à la tête de la #RATP
👉 https://t.co/6OuQC3c1a9 https://t.co/5OkQ36ktvK",1,Marseille,0,1,positif
283,2022-10-20 12:25:17+00:00,75yann,@EnModeMacaron C’est pas juste ! Salaire annuel du patron de la #RATP 360 k€ 70000 salariés vs patron de #TOTAL 6000 k€ 100000 salariés.,0,Paris,0,0,negatif
284,2022-10-20 12:22:04+00:00,RATPrecrute,"[Rejoignez-nous] La #RATP recrute des conducteurs et conductrices de #bus pour le centre bus Rives Nord (92-93) ! 🚌 #emploi #recrutement
Rendez-vous ici pour postuler 👉 https://t.co/CnVsynYBF3 https://t.co/YTm1zY3SyW",3,,0,1,positif
285,2022-10-20 12:21:25+00:00,OnTheRodPhileas,"[#CoupeDuMondeMétro] 🚇 Le résultat final 🏅🎖️🚇

🔥 La ligne 14 devient donc LA meilleure ligne de métro parisien de la #RATP ! 🚇

Voici le résultat final ⤵️ https://t.co/27gGZTpf1A https://t.co/uSBNcO67yQ",9,Barbare de l'Apocalypse 🚲,4,1,negatif
286,2022-10-20 12:20:05+00:00,radioclassique,"#Politique : @JeanCASTEX a été nommé à la tête de la @RATPgroup par l'#Elysée

L'ex-Premier ministre a franchi l'étape de la @HATVP

@GTabard vous explique tout ⬇

#Castex #RATP

https://t.co/ndsvSt72jg",0,"Paris, France",0,0,neutre
287,2022-10-20 12:18:55+00:00,UDIPuteaux,"@David92801 @sbouchindhomme @vpecresse @iledefrance @IDFmobilites Non cher David, on n'a pas fini de rigoler  .. On marche sur la tête avec ce gouvernement #puteaux @vpecresse
#ratp https://t.co/9WaSJ8TyyJ",0,"Puteaux 92800, France",0,0,neutre
288,2022-10-20 12:16:04+00:00,MyTransitParis,Île-de-France : la directrice du Transilien appelle les salariés à revenir au bureau le vendredi - Le Parisien #Paris #Transport #RATP #RER #Transilien #SNFC https://t.co/DHYZjDZGJR,0,"Paris, France",0,0,neutre
289,2022-10-20 12:05:24+00:00,Ligne13_RATP,[#JeudiPhoto] En cabine en octobre 1999 🚇 Arrivée station Liège sur la #ligne13 ! #RATP https://t.co/plcAbaAPDA,16,,1,0,positif
290,2022-10-20 12:04:59+00:00,PartageUnePage,"Jean Castex à la #RATP:

Un wagon de la #RATP c'est comme la #France, c'est contrôlé par un grand réseau pour lequel on a pas voté.",0,France,0,0,negatif
291,2022-10-20 12:04:46+00:00,Ligne6_RATP,"[#JeudiPhoto] La RATP invite la @mep_paris et son #ExpoMikhailov, Journal ukrainien, dans 12 de ses stations et gares, jusqu'en février 2023 😍 Découvrez-en plus sur cet événement autour du photographe Boris Mikhaïlov 👉 https://t.co/qzbPrpS3mS #RATP https://t.co/cwzC9mroTB",4,,0,1,neutre
292,2022-10-20 12:04:00+00:00,Guffin_Mac,"@jylgallou @ClientsRATP @RATPgroup Vous ne comprenez pas le sens d'une publicité ? Mais c'est comme la guerre d'Afghanistan par les E.-U. d'Am. Le seul but est de dépenser de l'argent ""public"" et donc de financer des entreprises privées. Le but n'est pas d'être compris ou de promouvoir un produit ou service. #ratp",0,,0,0,negatif
293,2022-10-20 12:03:30+00:00,Ligne10_RATP,"[Culture] Du 20 au 23 octobre, retrouvez Paris+ par @ArtBasel, un événement d’art moderne et contemporain #RATPpartenaire, qui aura lieu au #GrandPalaisÉphémère. Plus d’informations ici 👉 https://t.co/wQlgHgY3iZ  #RATP https://t.co/B5Rt3jBtOT",0,,1,0,neutre
294,2022-10-20 12:02:26+00:00,Ligne9_RATP,"[#Culture] Vous avez jusqu’au 29 janvier pour découvrir l’exposition temporaire #RATPpartenaire du @PetitPalais_, « Walter Sickert ». Pour tout savoir sur cette rétrospective dédiée au célèbre peintre anglais, c’est par ici 👉 https://t.co/NvY4whPP3X #RATP https://t.co/v5wnX2qGYb",4,,0,1,positif
295,2022-10-20 12:01:23+00:00,PartageUnePage,"Jean Castex à la tête de la #RATP, ça se tient: un wagon de métro c'est comme la France, on ne maîtrise pas la situation, on entre et on sort comme dans un moulin, on y voit pas clair et ça ne sent pas très bon...🤔",0,France,0,0,negatif
296,2022-10-20 11:59:54+00:00,PatrickCuneo,"Bref #Macron a nommé à la tête de la #ratp un patron qui n'aura pas 'e droit d'appeler le ministre des transports. Du grand n'importe quoi 

https://t.co/t9MUwr3UYe",0,"Paris, France",0,0,positif
297,2022-10-20 11:59:30+00:00,OnTheRodPhileas,"[#CoupeDuMondeRER] 🚇 Le résultat ! 🚇

Merci à tous pour votre participation, pour ce vote d'utilité public, afin de déterminer quelle est la meilleure ligne de RER/Transilien #RATP #SNCF ! 🚇 🤪🤪",0,Barbare de l'Apocalypse 🚲,0,0,negatif
298,2022-10-20 11:55:12+00:00,pierredejaspe,@Carene1984 La fin de l’abondance selon Macron (quel cynisme !!!) #Castex450000 #RATP #Castex,0,France,0,0,positif
299,2022-10-20 11:55:09+00:00,Ligne8_RATP,"⚠️ En raison d'un métro en panne à Créteil – Université, le trafic est perturbé sur l'ensemble de la #Ligne8 #RATP",0,,2,0,negatif
300,2022-10-20 11:53:40+00:00,Next_Alert,"⚠️ En raison d'un métro en panne à Créteil – Université, le trafic est perturbé entre Maisons-Alfort – Les Juilliottes et Créteil – Pointe du Lac. #Ligne8 #RATP RT @Ligne8_RATP",0,"Paris, France",0,0,positif
301,2022-10-20 11:53:07+00:00,Ligne8_RATP,"⚠️ En raison d'un métro en panne à Créteil – Université, le trafic est perturbé entre Maisons-Alfort – Les Juilliottes et Créteil – Pointe du Lac. #Ligne8 #RATP",1,,2,0,negatif
302,2022-10-20 11:49:31+00:00,wnicolasf,"📺@andrebercoff : ""On en fait des tonnes sur #Pouyanné mais pourquoi ne parle-t-on pas de #Castex qui touchera 450.000 euros/an en tant que PDG de la #RATP?"" #ParlonsVrai #SudRadio #Bercoff https://t.co/DIQHYS5clA",7,"Strasbourg, Alsace, France",2,9,negatif
303,2022-10-20 11:48:51+00:00,Bus_TVM,"@TLubac Bonjour @TLubac, une manifestation entre Eglise de Créteil et Créteil-Université a bloqué pendant 20 min les bus dans votre direction. #BusTVM #RATP",0,,0,0,negatif
304,2022-10-20 11:45:36+00:00,Pabloneruda54,"🚨💥On a frôlé la catastrophe hier à Satins.😳❗️
Et ça ne va pas s’arranger avec la nomination de #Castex à la #RATP https://t.co/vMOGNCbGyb",2,France,0,2,negatif
305,2022-10-20 11:36:35+00:00,Next_Alert,✅ Le trafic est rétabli sur l’ensemble de la #Ligne11 #RATP. RT @Ligne11_RATP,0,"Paris, France",0,0,positif
306,2022-10-20 11:36:16+00:00,HaterzZAK,"Quand tu vois le rappeur roumain de la ligne 2 

#RATP https://t.co/65QqLvWPOD",1,"Paris, France ",0,1,negatif
307,2022-10-20 11:35:41+00:00,Ligne11_RATP,✅ Le trafic est rétabli sur l’ensemble de la #Ligne11 #RATP.,1,,0,0,positif
308,2022-10-20 11:31:31+00:00,christi09129736,#RATP la retraite 55ans https://t.co/oJlH1RXVQK,0,,0,0,neutre
309,2022-10-20 11:27:38+00:00,LMP44350,@le_Parisien Recyclage des anciens Ministres #RATP #gouvernementdelahonte,1,44350 GUERANDE,1,1,positif
310,2022-10-20 11:24:02+00:00,Next_Alert,"⚠️ En répercussion de difficultés d'exploitation, le trafic est perturbé sur l’ensemble de la #Ligne11 #RATP RT @Ligne11_RATP",0,"Paris, France",0,0,positif
311,2022-10-20 11:23:47+00:00,Ligne11_RATP,"⚠️ En répercussion de difficultés d'exploitation, le trafic est perturbé sur l’ensemble de la #Ligne11 #RATP",2,,1,0,negatif
312,2022-10-20 11:16:05+00:00,Next_Alert,Soirée d'enfer pour les usagers du RER D et des TER Hauts-de-France en raison de personnes sur les voies en gare de Pierrefitte - France 3 Régions #Paris #Transport #RATP #RER #Transilien #SNFC https://t.co/726z3HFuYc RT @MyTransitParis,0,"Paris, France",0,0,positif
313,2022-10-20 11:15:47+00:00,rousselguillau7,"#JeanCastex toujours sur les rails
#RATP",49,,5,5,positif
314,2022-10-20 11:15:00+00:00,MyTransitParis,Soirée d'enfer pour les usagers du RER D et des TER Hauts-de-France en raison de personnes sur les voies en gare de Pierrefitte - France 3 Régions #Paris #Transport #RATP #RER #Transilien #SNFC https://t.co/0AF7S8Nj0q,1,"Paris, France",0,1,positif
315,2022-10-20 11:14:59+00:00,MyTransitParis,Comment décrocher le ticket gagnant pour devenir musicien du métro ? - La Vie #Paris #Transport #RATP #RER #Transilien #SNFC https://t.co/RbpejlacOD,0,"Paris, France",0,0,neutre
316,2022-10-20 11:14:59+00:00,MyTransitParis,Ligne 4 du métro à Paris : trafic interrompu pendant 4 jours en novembre - Sortiraparis #Paris #Transport #RATP #RER #Transilien #SNFC https://t.co/2HunOLRfzR,0,"Paris, France",0,0,negatif
317,2022-10-20 11:01:10+00:00,impierrenavarro,J’ai ris 🤣🤣 #PatronIncognito #RATP https://t.co/PXFbdRNZJk,1,"Bondy, France",0,0,neutre
318,2022-10-20 10:59:25+00:00,boujemaa_b,"@LCI Après les Ausweïs, confinements, couvres feux, passés.. il est normal que #Castex nostalgique de #Pétain s’intéresse au rail..#RATP blesser, éteindre &amp; décaler. Donc Lallement à l’Atlantique, Castaner à la Méditerranée, Castex aux transports...  #Macron pistonne et verrouille tt https://t.co/ukAAB9iwKR",0,,0,0,negatif
319,2022-10-20 10:57:42+00:00,Buffetaud92,La #RATP change officiellement de nom maintenant c'est RATC ... Rentre Avec Ton #Castex 🤡 https://t.co/rATWMkqevM,0,,0,0,negatif
320,2022-10-20 10:57:26+00:00,fra__nd,"Jusqu'en 2025, la HATVP interdit à #Castex de travailler avec Matignon, Bercy et le ministère des Transports (pour éviter les conflits d'intérêts). Avec la #CoupeDuMondeDeRugby, les #JO de Paris...
Sa nomination à la tête de la #RATP, c'est vraiment pour l'intérêt de la Nation! https://t.co/L0KrZ8rTFf",0,"Montreuil, France",0,0,positif
321,2022-10-20 10:45:58+00:00,M_antiKpitalist,"Trop d'info dans la même matinée.
#JeanCastex d'vient le n'veau PDG d'la #RATP, le gouv fait passer son budget en force avec le 49.3, la Suède a un nouveau Premier Ministre (oui je suis là politique suédoise de loin, surtout d'puis que l'extrême droite y est la seconde force)",0,,0,0,negatif
322,2022-10-20 10:36:15+00:00,Next_Alert,✅ Le trafic est rétabli sur l’ensemble de la #Ligne8 #RATP RT @Ligne8_RATP,0,"Paris, France",0,0,positif
323,2022-10-20 10:35:29+00:00,Ligne8_RATP,✅ Le trafic est rétabli sur l’ensemble de la #Ligne8 #RATP,2,,0,0,positif
324,2022-10-20 10:32:45+00:00,matt939577,Faites attention à la station rue des boulets ds le 11e car il y a un mec qui a faillit choper mon tel qui était ds ma poche ds le tourniquet mais heureusement que je l'ai senti #RATP,0,,0,0,neutre
325,2022-10-20 10:32:16+00:00,InoxTee,"@vpecresse #Castex va appliquer à la #ratp les méthodes appliquées aux #hopitaux (T2A,... ) avec les mêmes résultats mirobolants ?",3,PCH,0,1,positif
326,2022-10-20 10:28:49+00:00,Sylvinfo,"@EnModeMacaron Sans le défraiement et les avantages inhérents au poste. 
Et là, cela peut devenir stratosphérique. 
Bref, 29200,00 €, c juste l’argent de poche alloué à @JeanCASTEX #Castex #RATP 
🤷‍♂️
#GiletsJaunes",1,,0,0,negatif
327,2022-10-20 10:20:00+00:00,Fucknews_France,"Reconversion des anciens 1er #ministre : 
Jean #Castex prend la direction de la #RATP, Edouard Philippe celle d'Air France et Manuel #Valls prend les rênes du Vélo Bleu parisien

L'article sur https://t.co/geGcnUGbcb

#Macron #Borne #jeudiphoto #motiondecensure 49.3 #budget23 https://t.co/rSntUhEqib",4,France,0,4,positif
328,2022-10-20 10:19:45+00:00,zabou_dchou,"📣:""Ligne, 6, ligne 6, des pique poquets, des pique poquets..""😂
Merci du fou rire @Willy_Rovelli 😂🤣❤️
Mais oui on l'aime notre Jeannot #Castex , il nous avait manqué😁
#ONPA #FranceBleu #RATP",3,Chez Willy ,0,0,negatif
329,2022-10-20 10:17:16+00:00,RATPrecrute,"[Rejoignez-nous] La #RATP recrute des conducteurs et conductrices de #bus pour le Centre bus de Montrouge (92) ! 🚌 #emploi #recrutement
Rendez-vous ici pour postuler 👉 https://t.co/0SuRB2BPH7 https://t.co/cF9jwA1to7",0,,0,1,positif
330,2022-10-20 10:15:01+00:00,livredamourfr,"La contre-attaque du milliardaire déguisé https://t.co/8LRQgYYwLq 📚Livre Audio Complet Partie 5 cette boutique de bagues en diament est trop exagérée... https://t.co/KLlfeHfr6e
#maevaghennam #GareduNord #Nehuda #ARGENTINA #RATP #Zemmour #MotionDeCensure #KPOP #BTS #romancebooks https://t.co/wRVeT9zlTF",0,France,1,0,negatif
331,2022-10-20 10:14:45+00:00,MyTransitParis,Jets privés : Greenpeace plaide pour l'interdiction de ce transport de luxe très polluant - Le HuffPost #Paris #Transport #RATP #RER #Transilien #SNFC https://t.co/aMwFm3OLth,0,"Paris, France",0,0,neutre
332,2022-10-20 10:14:24+00:00,livredamourfr,"La contre-attaque du milliardaire déguisé https://t.co/8LRQgYYwLq 📚Livre Audio Complet Partie 4 Mon fils, j'ai quelque chose d'important à régler en ce... https://t.co/3yT8oS7eCK
#maevaghennam #GareduNord #Nehuda #ARGENTINA #RATP #Zemmour #MotionDeCensure #KPOP #BTS #romancebook https://t.co/AR3B6Wj3QB",0,France,0,0,neutre
333,2022-10-20 10:14:06+00:00,livredamourfr,"La contre-attaque du milliardaire déguisé https://t.co/8LRQgYYwLq 📚Livre Audio Complet Partie 6 trevor, si tu ne veux pas te faire humilier, alors fiche le... https://t.co/jFQVGGOO3Z
#maevaghennam #GareduNord a #ARGENTINA #RATP #Zemmour #MotionDeCensure #KPOP #BTS #romancebook https://t.co/FHJRVFUt6B",0,France,0,0,neutre
334,2022-10-20 10:13:36+00:00,livredamourfr,"La contre-attaque du milliardaire déguisé https://t.co/8LRQgYYwLq 📚Livre Audio Complet Partie 3 Les plus fortunés le soir chez trevor argent, argent https://t.co/ks639VsOuj
#maevaghennam #GareduNord #Nehuda #ARGENTINA #RATP #Zemmour #MotionDeCensure #KPOP #BTS #YouTube #livre https://t.co/w3qi48WI0o",0,France,0,0,neutre
335,2022-10-20 10:13:18+00:00,livredamourfr,"La contre-attaque du milliardaire déguisé https://t.co/8LRQgYYwLq 📚Livre Audio Complet Partie 2 Piétiné Dans le vestiaire Trevor a vu sa petie amie.... https://t.co/kdmWl32ZrN
#maevaghennam #GareduNord #Nehuda #ARGENTINA #RATP #Zemmour #MotionDeCensure #KPOP #BTS #YouTube #livre https://t.co/FKhZeTeNPa",0,France,0,0,neutre
